,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Germany,1695.67504956508,,,,,,,,,,,,,,,,,,,,1945.75090573016,1959.18060061973,1972.70298810642,1986.31870796038,2000.02840436745,2013.8327259597,2027.73232584611,2041.72786164343,2055.81999550735,2070.00939416379,2084.29672894045,2091.83453450156,2099.39960034279,2106.99202505023,2114.61190756654,2122.25934719216,2129.93444358667,2137.63729677007,2145.36800712407,2153.12667539342,2160.91340268719,2168.72829048013,2176.57144061395,2184.44295529869,2192.34293711402,2200.27148901059,2208.22871431135,2216.21471671294,2224.229600287,2232.27346948155,2240.34642912235,2209.09767372082,2237.38780375022,2218.00355795697,2264.944645109,2229.03794445228,2403.10560135932,2502.10384534485,2470.35492623497,2456.18079887513,2572.48930774442,2483.90483513144,2581.55543769009,2744.35117042107,2793.09441472883,2776.91596630836,2779.12793904814,2770.94543950744,2920.69820474311,2919.02233576245,2885.95276363463,2850.61720040456,3030.78755069247,3136.3923570345,3332.99803680587,3314.78179817065,3249.37385430087,3189.67764138102,3300.10400910088,3183.46075494195,3124.98991966159,3178.15351848688,3208.27702411335,3363.31304619089,3418.47054420795,3477.80051931813,3470.17799207604,3570.39552885408,3673.24573943245,3733.55784875917,3809.80861586609,3760.74982796324,3874.93542614935,4025.8227758335,4076.25467655252,4215.10382883331,4299.15048113733,4354.02236926883,4468.9095099359,4558.78266166608,4683.79659038461,4505.80367424812,4540.53773274344,4720.51473002839,4838.5143311409,4870.9849995538,4946.45250315552,5091.97729624104,5106.78781946157,5138.79141014848,5253.25489747954,5348.59660054377,5529.51273496559,5724.58891287644,4800.75375636674,4549.23927441609,4604.93310110372,4632.51356984966,4681.28286869431,4058.47506748757,4386.95385672817,4829.84088368441,5227.10773355478,4314.74236452119,5019.72329785496,5542.04270096188,5656.5307372416,6184.52131809426,6418.17289492431,6357.61940821212,6235.14212264264,5730.09316962319,5275.27087071222,5579.87599896658,6054.45144291429,6464.96523832439,6984.27129835064,7351.757193077,7836.13979823718,8483.68103500569,8477.81557183548,8962.15103737114,9007.30968996194,9242.25715752545,9546.84508714733,7083.98367503657,3478.75414828359,3822.80570462046,4446.7756904149,5150.96580520298,6090.03420739665,6599.91801739569,7144.11439275396,7697.24804229914,8233.47542444822,9096.82667021096,9692.60843714426,10187.8266507068,10571.5855598924,11261.9298651801,12091.3419341296,12478.8293095394,12902.4629073159,13158.8790922761,13844.3691982868,14414.5918834745,14731.373752557,14745.6256124953,15479.6662651733,16383.4065579506,17009.1943624044,17382.0825137644,18016.1802683268,18778.2263087813,18929.7630149202,18894.5745411429,19903.9702045309,20512.9212347861,21114.5943472112,21958.8140836734,22148.267685802,22202.5129083703,22031.5327401037,22485.3811528646,23198.3280611614,23757.8841981546,24274.5591400886,24639.1856597515,25359.0602403263,25983.626534742,24996.1431528168,26127.0588208726,26505.3031677017,26119.4585965572,26720.6428390313,27145.9579205232,27336.4660378225,27788.8841618223,28291.5980994794,28842.6561169992,29726.8787639802,30061.3986749131,30035.8019766775,29952.9366481151,30260.6613968057,30496,31511.6513634697,32342.8183737751,32785.5251753381,31191.1479824959
Ghana,505.14,,,,,,,,,,,,,,,,,,,,505.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.100536353646,952.972035035236,911.298937137894,1010.36340385382,1107.53271640456,1008.5224126573,1039.11895714101,1043.56153738123,998.032873995467,1110.59380149754,1158.84840812826,1167.03147396387,1190.04111807756,1197.51431619433,1189.00964653464,1170.788700518,1138.50769659936,1125.69715963073,1108.4134005087,1114.10525316281,1197.1451384143,1253.21009382866,1178.2237077792,1174.71971868273,1223.11693740832,1048.26287156548,990.196328741091,993.22395709972,1059.27126317714,1017.28078041309,972.843860512772,960.179686404109,876.032569008816,784.527084038178,807.253210641982,822.804032716574,831.209658311298,847.006113544677,870.052545618738,889.387887907516,893.801600490085,915.137414447305,925.060154024833,942.01896171647,945.56316072699,961.415883482682,984.872271960181,1005.24581212188,1030.05328605534,1052.2822247822,1067.60034960474,1088.32063648369,1111.98457828515,1143.69464359541,1181.71352318098,1225,1271.23821016672,1309.87914482808,1370.14252865282,1382.94684293631
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40734.1834485378
Greece,934.413723552039,935.895614907904,937.379856402611,938.866451763263,940.355404722865,941.846719020346,943.340398400564,944.836446614314,946.334867418343,947.835664575352,949.338841854011,950.844403028968,952.352351880854,953.862692196299,955.375427767937,956.890562394417,958.40809988041,959.928044036625,961.450398679811,962.975167632772,964.502354724373,972.295280974126,980.15117202561,988.070536617921,996.053887600634,1004.10174196701,1012.21462088749,1020.39304974343,1028.63755816113,1036.94868004612,1045.32695361777,1053.7729214441,1062.28713047695,1070.87013208738,1079.5224821014,1088.24474083593,1097.03747313511,1105.90124840686,1114.8366406598,1123.84422854036,1132.92459537029,1142.07832918442,1151.30602276876,1160.60827369888,1169.98568437858,1179.43886207894,1188.96841897764,1198.57497219858,1208.25914385186,1218.02156107407,1227.86285606891,1232.50181805519,1237.15830640299,1241.83238732827,1246.52412729717,1251.23359302694,1255.96085148689,1260.70596989934,1265.4690157406,1270.2500567419,1275.04916089035,1279.86639642995,1284.70183186251,1289.55553594864,1294.42757770876,1299.31802642402,1304.22695163735,1309.1544231544,1314.10051104457,1319.06528564195,1324.04881754641,1343.50425845452,1363.24557566562,1383.27696981751,1403.60270327175,1424.2271010206,1445.15455160735,1466.38950806008,1487.93648883925,1509.80007879909,1531.98493016324,1554.49576351464,1577.33736880003,1600.51460634911,1624.03240790881,1647.89577769262,1672.10979344549,1696.67960752421,1721.6104479938,1746.90761973993,1772.57650559776,1797.03487792663,1821.83073186777,1846.96872406133,1872.45357540073,1898.29007191924,1924.48306568881,1951.03747573124,1977.95828894202,2005.25056102684,2032.91941745102,2058.71372790766,2084.83532455489,2111.28836010115,2138.07703994573,2165.20562284731,2192.67842160104,2220.49980372412,2248.67419215018,2277.2060659324,2306.09996095556,2335.36047065717,2364.99224675768,2395,2455.05989359357,2516.62592114057,2579.73585226313,2644.42840373972,2710.74326325723,2778.72111375857,2848.40365840097,2919.83364614005,2993.26731790278,3034.79809275236,3144.6677147463,3276.02694526473,3342.01377186917,3409.2058535803,3435.92298598505,3606.7190968204,3482.76972739848,3296.6882249136,3539.74904530978,3709.48538007539,3751.2194756983,3852.50830314395,3819.77854616503,4313.83998395404,4176.55033661303,4121.41195960888,3478.46231501704,2936.61673685986,2477.94547085926,2085.5277895,1756.49869404585,1477.82058291262,2188.34797898872,2786.57327987319,2847.04360321046,2962.2853222471,3040.41319387776,3278.15313905032,3269.31213195394,3682.61976900536,3766.00945623331,4019.81188306828,4333.64186980982,4585.4968878606,4759.42026439924,4890.41604673115,5067.26186794757,5473.17534028279,5653.18321345385,6213.78879938352,6709.7609324137,7316.29196415143,7717.14192561493,8056.34603278649,8581.63129293422,9410.70552171968,10150.8838308038,10842.0620588237,12129.8030530049,12566.697310836,12082.4927906681,12712.2033102284,13362.1954628106,13630.2699767386,14376.5574417677,14743.8458617855,14877.1915635336,14774.0024034619,14767.2079487486,14766.5017461261,15123.2359638741,15560.95090306,15791.5012068097,15704.885937782,16414.353363932,16988.4134150281,16851.5672573858,17193.355850957,17213.6669900324,16868.7911557007,17153.7973430101,17492.9064675732,17894.0492516839,18531.3030547118,19146.383388897,19803.268532436,20675.2093443279,21585.5668357001,22416.44962785,23532.3613300728,24587.1607215756,25520,26618.6489831591,27746.4920728703,28242.0387506024,27626.1094256097
Greenland,400.948308793757,,,,,,,,,,,,,,,,,,,,414.467492161507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227.06286649001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16156.0976035666,17882.7470264999,18676.0242283047,19700.5074100238,20637.0127170755,20633.4099551937,21780.938181775,23669.0452872629,25075.1153752067,26244.7884415494,28386.1502394022,28343.6790623068,26794.2835905039,27364.0985452438,25612.4912552534,26222.9466597454,27768.5375710898,28991.4187789474,30332.548114196,32117.3529809448,28204.2807427913,28095.4639760012,26645.3006080608,25327.4618377705,26855.4376729929,27862.7250530838,28266.2131640845,28628.2674967554,30771.6498324184,31101.4001225255,33204.0132575058,33509.2843658373,33054.2139274265,32787.6474706127,33505.1816851061,33993.5948944797,35458.8196603539,37392.1418203065,37522.7941261231
Grenada,775.668710588828,,,,,,,,,,,,,,,,,,,,775.668710588828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.46011361542,,,,,,,,,,,,,,,,,,,,2079.72078963751,2231.37278647973,2404.58393752259,2622.8973942586,2805.19911588233,2911.44025876211,3209.17588918231,3439.56270915766,3766.11987192119,3877.83090247932,3865.7573068471,3862.08446664704,3872.35532070337,3816.38781455213,3917.98360251591,4099.47375211512,4491.84397919336,4947.82742927527,5135.84138371634,5504.77990882342,5839.91654435567,6057.93566107079,6098.92279022826,5978.42052551385,6130.93816820347,6279.51939792404,6430.8534147049,6690.02183434055,7565.55576981565,8137.77465231717,8655.02624994787,8320.15751358826,8365.58995980116,8862.06769254621,8276.23220059464,9128,8913.55019122309,9353.92770465444,9558.51916277008,8826.8953462598
Guadeloupe,760.976742287578,,,,,,,,,,,,,,,,,,,,760.976742287578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404.04011560705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2426.20468951437,,,,,,,,,,,,,,,,,,,,,,,3896.9239118999,,,,,,,,,,,,,,,,,3510.82160255709,,,,,,,,,,,6697.87662583656,6987.87000449583,6810.68193195678,7416.82572750667,7788.24581840031
Guam
Guatemala,682.745287777822,,,,,,,,,,,,,,,,,,,,682.745287777822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517.04619384697,1648.07153187803,1539.51676816974,1675.56532941518,1793.08180819214,1740.93432750919,1740.35690097421,1835.29924391708,1856.80323152099,2051.30122238873,2117.29858030934,1932.02839893891,1645.48126604157,1618.63589548645,1802.56257839145,2041.33614581706,2748.74774577509,2630.51440188307,2651.84488165535,2929.13882060332,3269.57016841973,3368.07216450609,3337.87913517683,2187.38408926524,2076.27173905572,2064.99823170866,2387.43114064911,2354.87851736183,2370.11771974512,2516.51000021785,2485.7873854833,2448.63759460853,2428.2377694317,2445.12619041908,2419.20210642637,2407.56408147071,2550.9517324073,2617.1559673041,2660.06103231508,2710.41193383656,2696.63362469735,2733.05818123711,2750.3644457002,2928.40824932677,2978.56206236049,3055.19848385818,3169.15114301279,3242.53114733142,3466.05318016013,3565.69512594822,3700.24977144748,3831.06518054297,4031.40827076414,4218.98687472888,4397.53627134576,4392.22843432846,4621.21187626658,4879.99274773456,5018.98832469072,5150.04998928631,5236.1041757367,5147.49767718769,4820.49479037045,4587.97678690814,4488.17838976532,4337.44755194316,4220.98097269231,4246.48597356877,4284.96114861024,4324.87563835878,4328.93288577439,4358.66571423355,4439.45083991745,4483.12353514395,4531.74990322551,4622.16768605402,4627.13382753105,4684.31380707432,4790.14390938938,4840.4625272706,4884.72092467703,4872.03685498575,4858.34749494657,4840.7163913643,4858.11224529115,4897,5035.13762986985,5222.57919141988,5261.46172398518,5163.22205653426
Guernsey,916.453277242874,,,,,,,,,,,,,,,,,,,,947.354267797731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2804.71512340573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17447.5341786472,,,,,19344.0052850219,,,,,22757.6532764963,,,,,30343.5377019951,,,,,34136.4799147445,,,,,37929.4221274938,,,,,45515.3065529927,,,,47927.022723105,48549.6603231922
Guinea,375.96,,,,,,,,,,,,,,,,,,,,375.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.001093922591,502.270309042312,510.196492324835,520.994086469442,543.587714674955,553.344617800024,565.424963756542,576.267024472667,583.772475921682,606.893111286726,621.381607964806,650.642451546017,686.373673904719,637.628943269225,666.637901611711,699.076024142828,700.530085852818,708.759540861457,716.290729366724,723.132089233007,733.711592553998,741.470408303379,741.666230731505,758.703282163462,795.607760172356,812.136557738579,873.476171608153,874.685864314947,879.333633070405,862.644364302771,873.686060923351,860.189866462184,857.250357744576,848.681350114201,833.185839124012,807.656593582809,801.248279516523,805.572471840941,831.90892395062,843.636150120819,834.476519551459,797.475534429307,794.348438429248,809.578631367745,815.222170201548,825.497959236419,838.395868033812,869.449766768827,897.232991518891,909.938794943429,906.621949419702,934.761012293389,945.583583697807,934.371360695875,937.472286288766,946,939.120830541149,925.582102046123,940.878807423594,908.858790985284
Guinea-Bissau,345,,,,,,,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.86811643495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.94898809034,390.827553606697,405.900650534907,422.180154525009,495.740038251122,464.945355271117,516.497153230279,537.348774262676,540.854563267302,534.300882526505,550.267907799895,574.695081166734,597.241962218257,608.928070973176,659.090276277718,692.239618534821,723.482053928337,752.623522656934,762.759346971124,786.650060636484,809.413578692056,773.810100945854,820.224587591622,818.980241270658,847.348520590035,859.105953149218,837.672926948321,764.725962788694,850.212726580572,852.158415272122,700.401161692214,808.751384913792,838.123967098985,752.580988347891,765.486482765515,789.159865560771,765.223863167998,736.415392121383,747.969752017977,734.076550858781,740.352732947031,759.66280045396,745.539870555995,737.757171289201,739.541192197643,754.025476946259,772.642890096105,796.664468138795,559.197119257394,590.703138346306,632.075900981652,619.447413005195,575.704717552138,560.944594138059,562.083568370602,569,568.443277811889,557.615806047705,564.599473480862,568.944790505729
Guyana,910.685644232815,,,,,,,,,,,,,,,,,,,,910.685644232815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680.26052066531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2903.51814704487,,,,,,,,,,2197.29658051958,2236.81918061237,2202.776731745,1884.75309911924,2049.28132107375,2213.57393536289,2277.61730199647,2325.09272692682,2302.6107290505,2421.62923002147,2489.75970071304,2540.95994922502,2439.14640554269,2456.51767759279,2632.24590679218,2838.11985576452,2859.95107159418,2760.80838725356,2688.04209656203,2620.32136012772,2653.78651944183,2688.35766245198,2334.35986430719,2180.61088402162,2078.81310116299,2139.34698022432,2133.58417271503,2169.06575122801,2104.87462362721,2013.10435454853,1958.99763263593,2077.16282200322,2234.6542457554,2408.92795621853,2604.90012584976,2729.1522498647,2944.06900021104,3131.9589413798,3085.37526937312,3182.97295871396,3141.34916812226,3209.75678927314,3237.95317176964,3198.59503388384,3298.36126123928,3232,3386.16821589553,3613.41844663786,3667.37186298026,3776.95324587694
Haiti,503.808044358294,,,,,,,,,,,,,,,,,,,,503.808044358294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.26466634067,1759.43040492903,1769.36753536862,1766.7887852818,1765.92182095595,1774.19285283767,1771.237130727,1840.3669394383,1751.25646426873,1861.10852670265,1754.02089319288,1871.58072673916,1726.8878818399,1827.62565616843,1707.08811638224,1780.91245577732,1673.93266551902,1796.58903180167,1644.38087528602,1572.87027021241,1556.30281192626,1514.230851566,1452.05766648266,1477.58446594654,1493.5110519476,1530.68617029306,1613.19253775508,1654.45694604071,1712.59150213656,1804.06007331606,1747.00102504774,1880.97030886749,1874.29893149697,1947.73837025422,2071.78162914158,2212.90312853491,2118.87999935845,2011.15954911288,1988.4619083808,1954.71249934267,1918.55262296255,1876.28262105756,1823.01599542339,1798.56473608953,1779.8960069825,1742.98785486754,1716.39433143286,1456.30951664389,1398.45808683624,1259.93827122188,1299.75218745082,1329.43048367085,1341.72693058446,1346.85482151377,1358.24190702325,1344.48752264509,1303.7739485658,1270.3649315485,1249.94893390804,1180.24933590064,1175,1179.61650415737,1196.99817911266,1185.23913015102,1198.04571145136
Holy See
Honduras,583.804058179331,,,,,,,,,,,,,,,,,,,,583.804058179331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061.23088236394,2027.39240785904,2118.65190724193,2027.06435083512,1847.36111424144,2151.53947769748,2096.5826165415,2276.69117248251,2504.09651551916,2425.88174624013,2529.83763923954,2531.06703723841,2221.64193051064,2043.04819850578,1959.55107297669,1836.27816212609,1833.69433612246,1720.314833118,1787.61254673538,1804.8213388887,1877.36099558382,1841.11957347633,1641.34219225971,1630.45244629288,1627.55086310694,1972.92452737873,2073.82900674957,2157.88620182049,2154.28972481745,2121.40395308467,2125.5551512329,2175.90382725587,2194.92620365172,2299.85861514277,2103.69120502699,2092.36754349708,2191.20024656834,2220.4876824691,2217.79074163457,2201.34177965316,2262.21801609145,2243.19606523641,2291.15683539846,2293.20179555217,2326.63872307443,2438.22642062696,2489.66856774222,2538.26935802691,2594.59817320584,2523.4598105057,2518.48986522296,2528.59402958254,2529.84234472045,2558.70846058924,2824.60036022856,2802.94732868383,2994.98850088465,3203.20806641923,3403.51144804159,3443.46693585694,3336.79029162086,3287.52275745738,3121.76079409329,2997.61296562605,3009.40519381682,3033.15232976788,2952.67476008041,3023.09669923856,3073.16864079886,3092.50321390375,3004.9747954256,2999.13246515479,3081.6946033825,3204.57129275759,3052.25586307827,3073.89312427962,3094.71352401427,3160.45490619575,3168.4640017708,3028.73207875446,3093.71478105269,3093.67632627593,3099.72866037308,3129.92008733124,3209.35394416612,3266,3412.02538860661,3549.04122991585,3615.08599380296,3473.45685231603
"Hong Kong, China",790.153806908791,,,,,,,,,,,,,,,,,,,,790.153806908791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.426396726002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643.59800906221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2849.88474683459,2949.18790824184,3054.4212093564,3160.14994354556,3271.0890481956,3386.38230221893,3506.59900788576,3629.07645663469,3756.58894857796,3888.52705625951,4026.15872081223,4167.366873374,4692.6482719041,5246.0251509442,5559.56073609728,6199.22149164095,6250.40223787317,6197.96281419221,6269.77887333644,6867.09031726458,7317.43790034004,7668.2278537055,8315.92814516662,9128.67035540186,9110.15584543335,8981.4617325038,10157.2800667855,11186.1412510027,11919.0074382713,12585.319406075,13494.0976550691,14392.7475019428,14560.5305139556,15156.5451085232,16504.2397460667,16398.2976803956,17935.5197098976,20038.4726864767,21476.4345971761,21897.4257622747,22536.1661591711,23541.7793349427,24757.6030095436,25864.065011094,26685.037239614,27018.0505893445,27448.7397021725,28377.6321854256,26767.1301942318,27452.0243386721,29972.3779285742,29866.0734854111,30209.0151601854,30961.4538919962,33401.6433558613,35680,37788.3834704792,39949.6752608216,40480.2818520769,39086.3925614849
Hungary,1390.66996219931,,,,,,,,,,,,,,,,,,,,1419.84312555122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080.3224549985,,,,,,,,,,,,,,,,,,,,2806.25363971753,,,,,,,,,,3206.1169926525,,,,,,,,,,3812.25683315424,,,3998.03366408955,,,,,,,3256.68255638461,,,,3643.92211098448,4343.4475859057,4120.44989704893,4263.81257575484,4602.35616103334,4718.30390690772,4580.82484484311,4322.77134741876,4178.08853476233,4523.85100294892,4515.95362097811,4709.53681699764,4989.63087045162,4846.0716117776,5060.54153061676,5408.10421707246,5005.27812673019,5004.93570401128,5227.43327083504,,,,3279.36036213593,3379.92594603,4192.74026096484,4486.51125606873,4726.19127955222,5135.9479552645,5263.67381593366,5308.48867957278,5431.85557019464,5850.98899960625,5537.72237465796,6040.18001062832,6416.72670342368,6639.86607277877,6954.2915756613,7272.79357831062,7550.35987655213,7942.53305915801,8362.47739879238,8403.47799442307,8854.4187576108,9326.64466988623,9403.1839992058,9647.23575819298,9581.97222402353,9982.61256763122,10168.6561143278,10663.6686942126,10892.9403140703,11062.4581938031,11035.5651634725,11674.8373713878,11917.2441113417,11912.9080785665,12018.5547495379,12102.5988344725,12545.9906604285,12435.8333465512,12786.8779991145,12495.196252151,12767.1552674662,12986.4799782765,13399.3031024876,13155.2513579906,12308.9078306243,10851.8304532116,10535.6285515664,10494.8817473268,10821.2568918726,11000.4051872436,11169.785977429,11712.7768009577,12319.4079817617,12874.4192438724,13592.3508669367,14185.5176000689,14843.9355624944,15506.2009508323,16291.1979503286,17014,17725.9018116016,17916.2061970027,18068.5819343327,16982.7954182813
